ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000022551-06-000001	1429208	Option		1.22				10-NOV-2000		22-AUG-2008		Common stock		200000.0				200000.0				D			
0000022551-06-000001	1429207	Option		2.43				16-SEP-2000		22-AUG-2008		Common stock		50000.0				50000.0				D			
0001241366-06-000001	1449370	Stock Options	F1	10.5				02-JAN-1998		02-JAN-2008		Common Stock		5000.0				5000.0				D			
0001241366-06-000001	1449371	Stock Options	F1	7.38				22-JUN-1999		22-JUN-1999		Common Stock		5000.0				5000.0				D			
0001241366-06-000001	1449374	Stock Options	F3	13.25				30-DEC-2005		30-DEC-2015		Common Stock		5000.0				5000.0				D			
0001241366-06-000001	1449373	Stock Options	F2	13.05				10-OCT-2003		10-OCT-2013		Common Stock		5000.0				5000.0				D			
0001241366-06-000001	1449372	Stock Options	F2	9.13				28-JUN-2002		28-JUN-2012		Common Stock		6000.0				6000.0				D			
0000907242-06-000015	1241252	Option / right to buy		11.69					F1	21-OCT-2014		Common stock		100000.0				33332.0				D			
0000907242-06-000015	1241254	Call option (obligation to sell)		25.0				30-JAN-2006		15-SEP-2006		Common stock		2000.0				20.0				D			
0000907242-06-000015	1241253	Option / right to buy		18.06					F2	21-OCT-2015		Common stock		10000.0				33332.0				D			
0001356019-06-000001	1511069	Employee Stock Option (right to buy)		12.85					F1	15-DEC-2015		Common Stock		50000.0								D			
0001181431-06-017593	1364903	Employee Stock Options			F1				F2		F3	Common Stock		36784.0				36784.0				D			
0001291413-06-000005	1289742	Options to Purchase		0.27					F2	31-JAN-2016		Common Stock, par value $.001		1500000.0								D			
0001052045-06-000123	1076300	Stock Options (Right to buy)		9.79				31-MAR-2000		30-MAR-2010		Common stock $.01 par value		5646.0				5646.0				D			
0001052045-06-000123	1076298	Stock Options (Right to buy)		9.21				31-DEC-2002		31-DEC-2012		Common Stock		4244.0				4244.0				D			
0001052045-06-000123	1076297	Stock Options (Right to buy)		8.48				30-SEP-2000		29-SEP-2010		Common Stock		8354.0				8354.0				D			
0001052045-06-000123	1076318	Non-Emplee Dir.Dis. Option (Right to Buy)		9.1				30-SEP-2002		29-SEP-2012		Common Stock		5823.0				5823.0				D			
0001052045-06-000123	1076317	Non-Qual. Stock Option (Right to Buy)		13.97				15-APR-2003		14-APR-2012		Common Stock		15000.0				15000.0				D			
0001052045-06-000123	1076316	2001 Dir. Stock Option (Right to Buy)		11.6				01-APR-2002		31-MAR-2012		Common Stock		6288.0				6288.0				D			
0001052045-06-000123	1076315	2001 Dir. Stock Option (Right to Buy)		11.46				01-JUL-2002		30-JUN-2012		Common Stock		3899.0				3899.0				D			
0001052045-06-000123	1076314	2001 Dir. Stock Option (Right to Buy)		9.96				21-MAY-2004		20-MAY-2013		Common Stock		7500.0				7500.0	F3			D			
0001052045-06-000123	1076313	2001 Dir. Stock Option (Right to Buy)		9.02				30-JUN-2003		29-JUN-2013		Common Stock		6447.0				6447.0				D			
0001052045-06-000123	1076312	2001 Dir. Stock Option (Right to Buy)		8.63				30-SEP-2003		29-SEP-2013		Common Stock		2467.0				2467.0				D			
0001052045-06-000123	1076311	2001 Dir. Stock Option (Right to Buy)		8.4				01-APR-2003		31-MAR-2013		Common Stock		13344.0				13344.0				D			
0001052045-06-000123	1076310	Stock Options (Right to buy)		19.36				30-JUN-1998		29-JUN-2008		Common stock $.01 par value		2781.0				2781.0				D			
0001052045-06-000123	1076309	Stock Options (Right to buy)		18.68				31-DEC-1998		30-DEC-2008		Common stock $.01 par value		2276.0				2276.0				D			
0001052045-06-000123	1076308	Stock Options (Right to buy)		18.04				30-SEP-1998		29-SEP-2008		Common stock $.01 par value		3298.0				3298.0				D			
0001052045-06-000123	1076307	Stock Options (Right to buy)		17.19				31-MAR-1999		30-MAR-2009		Common stock $.01 par value		4203.0				4203.0				D			
0001052045-06-000123	1076306	Stock Options (Right to buy)		15.74				31-MAR-1998		30-MAR-2008		Common stock $.01 par value		3780.0				3780.0				D			
0001052045-06-000123	1076305	Stock Options (Right to buy)		15.52				30-JUN-1999		29-JUN-2009		Common stock $.01 par value		3924.0				3924.0				D			
0001052045-06-000123	1076304	Stock Options (Right to buy)		13.21				30-SEP-1999		29-SEP-2009		Common stock $.01 par value		7187.0				7187.0				D			
0001052045-06-000123	1076303	Stock Options (Right to buy)		11.22				13-FEB-1998		12-FEB-2007		Common stock $.01 par value		11250.0				11250.0				D			
0001052045-06-000123	1076302	Stock Options (Right to buy)		10.23				30-JUN-2000		29-JUN-2010		Common stock $.01 par value		10938.0				10938.0				D			
0001052045-06-000123	1076301	Stock Options (Right to buy)		10.02				27-APR-2002		26-APR-2008		Common Stock		15000.0				15000.0				D			
0001052045-06-000123	1076299	Stock Options (Right to buy)		9.73				31-DEC-1999		30-DEC-2009		Common stock $.01 par value		1019.0				1019.0				D			
0001052045-06-000122	1515731	WSH Emplee Stock Option (Right to Buy)		13.87				04-MAY-2000		03-MAY-2006		Common stock $.01 par value		1081.0				1081.0				D			
0001052045-06-000122	1515730	1998 Emplee. Stock Option(Right to Buy)		18.26				16-FEB-1999		15-FEB-2008		Common stock $.01 par value		27000.0				27000.0				D			
0001052045-06-000122	1515732	2000 Employee Stock Option (Right to Buy)		8.75				08-AUG-2001		07-AUG-2007		Common stock $.01 par value		40000.0				40000.0				D			
0001052045-06-000122	1515733	2000 Employee Stock Option (Right to Buy)		9.88				18-MAR-2004		17-MAR-2013		Common stock $.01 par value		30000.0				30000.0				D			
0001052045-06-000122	1515734	2000 Employee Stock Option (Right to Buy)		10.3				18-DEC-2003		17-DEC-2009		Common stock $.01 par value		45000.0				45000.0				D			
0001052045-06-000122	1515735	2000 Employee Stock Option (Right to Buy)		10.52				16-MAR-2002		15-MAR-2008		Common stock $.01 par value		50000.0				50000.0				D			
0001052045-06-000122	1515736	2000 Employee Stock Option (Right to Buy)		13.83				08-FEB-2003		07-FEB-2009		Common stock $.01 par value		35000.0				35000.0				D			
0001052045-06-000122	1515737	2003 EIP Stock Appreciation Right		10.73				13-FEB-2005		12-FEB-2014		Common Stock		25000.0				25000.0				D			
0001052045-06-000122	1515729	1998 Emplee. Stock Option(Right to Buy)		18.08				29-JAN-2000		15-JAN-2014		Common stock $.01 par value		21000.0				21000.0				D			
0001052045-06-000122	1515728	1998 Emplee. Stock Option(Right to Buy)		18.08				29-JAN-2000		28-JAN-2009		Common stock $.01 par value		25000.0				25000.0				D			
0001052045-06-000122	1515727	1998 Emplee. Stock Option(Right to Buy)		11.5				10-DEC-2000		31-DEC-2009		Common stock $.01 par value		36522.0				36522.0				D			
0001052045-06-000122	1515726	1997 Option Plan (Right to Buy)		11.22				13-FEB-1998		12-FEB-2007		Common stock $.01 par value		36000.0				36000.0				D			
0001052045-06-000122	1515739	2003 EIP Stock Appreciation Right		13.44				11-FEB-2006		10-FEB-2015		Common Stock		32500.0				32500.0				D			
0001052045-06-000122	1515738	2003 EIP Stock Appreciation Right		12.45				14-FEB-2007		13-FEB-2016		Common Stock		40000.0				40000.0	F3			D			
0001209191-06-017113	1462778	Option to Purchase Common Stock		4.23				03-APR-2004	F4	03-APR-2010		Common Stock		28000.0				28000.0				D			
0001209191-06-017113	1462779	Option to Purchase Common Stock		10.18				04-OCT-2005	F4	04-OCT-2011		Common Stock		51240.0				51240.0				D			
0001209191-06-017113	1462780	Option to Purchase Common Stock		3.39				17-JAN-2006	F4	17-JAN-2012		Common Stock		14000.0				14000.0				D			
0001209191-06-017113	1462781	Option to Purchase Common Stock		3.39				13-JAN-2007	F4	13-JAN-2013		Common Stock		7000.0				7000.0				D			
0001209191-06-017113	1462782	Option to Purchase Common Stock		10.18				13-JAN-2007	F4	13-JAN-2013		Common Stock		6650.0				6650.0				D			
0001209191-06-017113	1462783	Option to Purchase Common Stock		18.8				29-JAN-2012	F6	28-JAN-2014		Common Stock		20000.0				20000.0				D			
0001209191-06-017113	1462777	Option to Purchase Common Stock		17.52				11-JAN-2009	F4	10-JAN-2012		Common Stock		21429.0				21429.0				D			
0000930413-06-002006	1191172	Options to buy common stock		3.05					F1	07-MAR-2016		Common Stock		9000.0				9000.0				D			
0001355842-06-000001	1506107	"Incentive Options to Purchase Class ""A"" shares"		7.43				29-APR-2005	F1, F2	04-APR-2009		"Class ""A"" shares"		14349.0								D			
0001355842-06-000001	1506106	"Incentive Options to Purchase Class ""A"" shares"		7.1				29-APR-2005	F1	29-APR-2009		"Class ""A"" shares"		10072.0								D			
0001355842-06-000001	1506111	"Incentive Options to Purchase Class ""A"" shares"		7.58	F3			06-NOV-2002	F1, F2	06-NOV-2006		"Class ""A"" shares"		2115.0								D			
0001355842-06-000001	1506110	"Incentive Options to Purchase Class ""A"" shares"		3.71	F3			11-JUL-2003	F1, F2	11-JUL-2007		"Class ""A"" shares"		5288.0								D			
0001355842-06-000001	1506109	"Incentive Options to Purchase Class ""A"" shares"		4.3	F3			20-AUG-2004	F1, F2	20-AUG-2008		"Class ""A"" shares"		3777.0								D			
0001355842-06-000001	1506108	"Incentive Options to Purchase Class ""A"" shares"		8.34	F3			29-APR-2005	F1, F2	30-JAN-2009		"Class ""A"" shares"		15862.0								D			
0001241921-06-000020	1303250	Performance Units		0.0				15-AUG-2006	F6	15-AUG-2006	F6	Common Stock			F6							D			
0001241921-06-000020	1303249	Deferred Stock Units		0.0	F5			12-MAY-2006	F4	12-MAY-2010	F4	Common Stock		1035.0								D			
0001241921-06-000020	1303248	Stock Options (Right to Buy)		20.18				12-MAY-2006	F3	12-MAY-2015		Common Stock		2300.0								D			
0001241921-06-000020	1303247	Stock Options (Right to Buy)		9.01				18-MAR-2006	F2	18-MAR-2014		Common Stock		4000.0								D			
0001241921-06-000020	1303246	Stock Options (Right to Buy)		4.23				15-AUG-2006		15-AUG-2013		Common Stock		2500.0								D			
0001029407-06-000019	1116891	Stock Option		10.69				08-AUG-1988		18-SEP-2008		Common Stock		25285.0				25285.0				D			
0001355841-06-000001	1262441	"Incentive Options to Purchase Class ""A"" shares"		3.71	F3			11-JUL-2003	F1, F2	11-JUL-2007		"Class ""A"" shares"		755.0								D			
0001355841-06-000001	1262440	"Incentive Options to Purchase Class ""A"" shares"		4.06	F3			26-MAY-2004	F1, F2	26-MAY-2008		"Class ""A"" shares"		755.0								D			
0001355841-06-000001	1262442	"Incentive Options to Purchase Class ""A"" shares"		7.58	F3			06-NOV-2002	F1, F2	06-NOV-2006		"Class ""A"" shares"		1144.0								D			
0001355841-06-000001	1262438	"Incentive Options to Purchase Class ""A"" shares"		8.34	F3			29-APR-2005	F1, F2	30-JAN-2009		"Class ""A"" shares"		4532.0								D			
0001355841-06-000001	1262437	"Incentive Options to Purchase Class ""A"" shares"		7.43				29-APR-2005	F1, F2	04-APR-2009		"Class ""A"" shares"		14349.0								D			
0001355841-06-000001	1262436	"Incentive Options to Purchase Class ""A"" shares"		7.1				29-APR-2005	F1	29-APR-2009		"Class ""A"" shares"		29108.0								D			
0001355841-06-000001	1262439	"Incentive Options to Purchase Class ""A"" shares"		6.75	F3			15-OCT-2004	F1, F2	15-OCT-2008		"Class ""A"" shares"		2243.0								D			
0001303567-06-000001	1376776	Incentive Options to Purchase shares		4.21	F3			06-NOV-2002	F1, F2	06-NOV-2006		"Class ""A"" shares"		230.0								D			
0001303567-06-000001	1376775	"Incentive Options to Purchase Class ""A"" shares"		3.71	F3			11-JUL-2003	F1, F2	11-JUL-2007		"Class ""A"" shares"		6798.0								D			
0001303567-06-000001	1376774	"Incentive Options to Purchase Class ""A"" shares"		3.03	F3			05-MAR-2004	F1, F2	05-MAR-2008		"Class ""A"" shares"		7115.0								D			
0001303567-06-000001	1376773	"Incentive Options to Purchase Class ""A"" shares"		4.3	F3			20-AUG-2004	F1, F2	20-AUG-2008		"Class ""A"" shares"		11330.0								D			
0001303567-06-000001	1376772	"Incentive Options to Purchase Class ""A"" shares"		8.34	F3			29-APR-2005	F1, F2	30-JAN-2009		"Class ""A"" shares"		11330.0								D			
0001303567-06-000001	1376771	"Incentive Options to Purchase Class ""A"" shares"		7.43				29-APR-2005	F1, F2	04-APR-2009		"Class ""A"" shares"		14349.0								D			
0001303567-06-000001	1376770	"Incentive Options to Purchase Class ""A"" shares"		7.1				29-APR-2005	F1	29-APR-2009		"Class ""A"" Shares"		15108.0								D			
0001214461-06-000004	1504130	Incentive Stock Options (Right to Buy)		20.6				01-APR-2003		31-MAR-2009		Common Stock		22345.0				22345.0	F3			D			
0001214461-06-000004	1504129	Incentive Stock Options (Right to Buy)		15.5				01-JAN-2001		31-DEC-2006		Common Stock		38833.0				38833.0	F3			D			
0001214461-06-000004	1504131	Non-Qualified Stock Options (Right to Buy)		20.6				01-APR-2003		31-MAR-2009		Common Stock		13655.0				13655.0	F3			D			
0001214461-06-000004	1504132	Incentive Stock Options (Right to Buy)		10.0				20-AUG-2005		19-AUG-2011		Common Stock		40500.0				40500.0	F3			D			
0001214461-06-000004	1504133	Non-Qualified Stock Options (Right to Buy)		10.0				20-AUG-2005		19-AUG-2011		Common Stock		4500.0				4500.0	F3			D			
0001214461-06-000004	1504134	Incentive Stock Options (Right to Buy)		5.46					F4	16-MAY-2014		Common Stock		20000.0				20000.0	F4			D			
0001214453-06-000004	1403800	Incentive Stock Options (Right to Buy)		15.5				01-JAN-2001		31-DEC-2006		Common Stock		39147.0				39147.0	F3			D			
0001214453-06-000004	1403801	Incentive Stock Options (Right to Buy)		20.6				01-APR-2003		31-MAR-2009		Common Stock		23810.0				23810.0	F3			D			
0001214453-06-000004	1403802	Non-Qualified Stock Options (Right to Buy)		20.6				01-APR-2003		31-MAR-2009		Common Stock		30190.0				30190.0	F3			D			
0001214453-06-000004	1403805	Incentive Stock Options (Right to Buy)		5.46					F4	16-MAY-2014		Common Stock		125000.0				125000.0	F4			D			
0001214453-06-000004	1403804	Non-Qualified Stock Options (Right to Buy)		10.0				20-AUG-2005		19-AUG-2011		Common Stock		21380.0				21380.0	F3			D			
0001214453-06-000004	1403803	Incentive Stock Options (Right to Buy)		10.0				20-AUG-2005		19-AUG-2011		Common Stock		38620.0				38620.0	F3			D			
0001209191-06-017080	1261688	Non-Qualified Stock (right to buy)			F4				F4		F4	Common Stock			F4			172511.0				D			
0001181431-06-017538	1495675	EMPLOYEE STOCK OPTION (RT TO BUY)		25.2				12-NOV-2002	F3	12-NOV-2011		COMMON STOCK		250.0								D			
0001181431-06-017538	1495674	EMPLOYEE STOCK OPTION (RT TO BUY)		31.8				30-JAN-2002	F3	30-JAN-2011		COMMON STOCK		1000.0								D			
0001181431-06-017538	1495673	EMPLOYEE STOCK OPTION (RT TO BUY)		47.0				13-MAY-1999	F3	13-MAY-2008		COMMON STOCK		500.0								D			
0001022408-06-000023	1209026	Stock Option		10.87					F1	16-FEB-2010		Common Stock		50000.0				50000.0				D			
0001022408-06-000023	1209025	Stock Option		17.38					F1	13-SEP-2010		Common Stock		30000.0				30000.0				D			
0001022408-06-000023	1209024	Stock Option		7.75					F1	11-AUG-2009		Common Stock		20000.0				20000.0				D			
0001022408-06-000023	1209023	Stock Option		8.75					F1	16-SEP-2008		Common Stock		50000.0				50000.0				D			
0001022408-06-000023	1209021	Stock Option		6.4					F1	01-SEP-2006		Common Stock		100000.0				100000.0				D			
0001022408-06-000023	1209022	Stock Option		11.5					F1	05-FEB-2008		Common Stock		100000.0				100000.0				D			
0001022408-06-000022	1332894	Stock Option		10.87					F1	16-FEB-2010		Common Stock		50000.0				50000.0				D			
0001022408-06-000022	1332892	Stock Option		7.75					F1	11-AUG-2009		Common Stock		20000.0				20000.0				D			
0001022408-06-000022	1332891	Stock Option		8.75					F1	16-SEP-2008		Common Stock		50000.0				50000.0				D			
0001022408-06-000022	1332890	Stock Option		11.5					F1	05-FEB-2008		Common Stock		100000.0				100000.0				D			
0001022408-06-000022	1332889	Stock Option		6.4					F1	01-SEP-2006		Common Stock		100000.0				100000.0				D			
0001022408-06-000022	1332893	Stock Option		17.38					F1	13-SEP-2010		Common Stock		30000.0				30000.0				D			
0001017626-06-000004	1312338	Right to buy (option)		20.6				18-DEC-2000		18-DEC-2007		Class B  Common		43750.0				43750.0				D			
0000074046-06-000023	1302722	Class B Stock		0.0					F4		F4	Common Stock		64569.18				64569.18				I		By Spouse1	
0000074046-06-000023	1302721	Class B Stock		0.0					F4		F4	Common Stock		23773.59				23773.59				I		By Spouse as Trustee5	
0000074046-06-000023	1302720	Class B Stock		0.0					F4		F4	Common Stock		23773.59				23773.59				I		By Spouse as Trustee4	
0000074046-06-000023	1302719	Class B Stock		0.0					F4		F4	Common Stock		23773.59				23773.59				I		By Spouse as Trustee3	
0000074046-06-000023	1302718	Class B Stock		0.0					F4		F4	Common Stock		23773.59				23773.59				I		By Spouse as Trustee2	
0000074046-06-000023	1302717	Class B Stock		0.0					F4		F4	Common Stock		23773.59				23773.59				I		By Spouse as Trustee1	
0000074046-06-000023	1302715	Class B Stock		0.0					F4		F4	Common Stock		22366.0				22366.0				I		By Spouse	
0000074046-06-000023	1302716	Stock Options (Right to buy)		11.25				18-SEP-2000		18-SEP-2008		Class B Common Stock		6750.0				6750.0				I		By Spouse	
0001179110-06-006031	1209374	Employee Stock Option		25.23					F3	11-FEB-2013		Class A Common Stock		15750.0				15750.0				D			
0001179110-06-006031	1209375	Employee Stock Option		51.62					F4	07-FEB-2015		Class A Common Stock		9686.0				9686.0				D			
0001179110-06-006031	1209376	Employee Stock Option		43.35					F5	06-FEB-2016		Class A Common Stock		6920.0				6920.0				D			
0001181431-06-017532	1401024	Non-Qualified Stock Options (right to buy)	F3	7.2				11-APR-2003		11-APR-2012		Common stock		25000.0				25000.0				D			
0001181431-06-017532	1401023	Non-Qualified Stock Options (right to buy)	F2	12.61				15-JAN-2005		15-JAN-2014		common stock		5769.0				2308.0				D			
0001181431-06-017532	1401025	Non-Qualified Stock Options (right to buy)	F2	10.0				19-JUN-2004		19-JUN-2013		common stock		10000.0				4000.0				D			
