ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001281761-06-000027	1480570	Stock Option		22.6				16-JAN-2002		16-JAN-2011		Common Stock		49384.0				49384.0				D			
0001281761-06-000027	1480569	Stock Option		16.28				15-MAR-2001		15-MAR-2010		Common Stock		74076.0				74076.0				D			
0001281761-06-000027	1480572	Stock Option		22.6				16-JAN-2004		16-JAN-2011		Common Stock		24692.0				24692.0				D			
0001281761-06-000027	1480573	Stock Option		25.02				22-JAN-2003		22-JAN-2012		Common Stock		49384.0				49384.0				D			
0001281761-06-000027	1480574	Stock Option		25.02				22-JAN-2004		22-JAN-2012		Common Stock		24692.0				24692.0				D			
0001281761-06-000027	1480575	Stock Option		25.02				22-JAN-2005		22-JAN-2012		Common Stock		24692.0				24692.0				D			
0001281761-06-000027	1480576	Stock Option		25.66				19-FEB-2004		19-FEB-2010		Common Stock		30865.0				30865.0				D			
0001281761-06-000027	1480577	Stock Option		25.66				19-FEB-2005		19-FEB-2010		Common Stock		15433.0				15433.0				D			
0001281761-06-000027	1480578	Stock Option		25.66				20-DEC-2005		19-FEB-2010		Common Stock		11534.0				11534.0				D			
0001281761-06-000027	1480579	Stock Option		28.17				20-DEC-2005		21-APR-2011		Common Stock		37604.0				37604.0				D			
0001281761-06-000027	1480580	Stock Option		33.82				20-DEC-2005		15-OCT-2011		Common Stock		62000.0				62000.0				D			
0001281761-06-000027	1480581	Stock Option		25.66				19-FEB-2006		19-FEB-2010		Common Stock		3898.0				3898.0				D			
0001281761-06-000027	1480582	Stock Option		28.17				21-APR-2005		21-APR-2011		Common Stock		20577.0				20577.0				D			
0001281761-06-000027	1480583	Stock Option		28.17				21-APR-2007		21-APR-2011		Common Stock		3549.0				3549.0				D			
0001281761-06-000027	1480584	Stock Option		34.66					F2	20-DEC-2012		Common Stock		45147.0				45147.0				D			
0001281761-06-000027	1480568	Stock Option		28.88				30-AUG-2000		30-AUG-2009		Common Stock		32408.0				32408.0				D			
0001281761-06-000027	1480567	Stock Option		33.48				09-APR-1999		09-APR-2008		Common Stock		32408.0				32408.0				D			
0001281761-06-000027	1480566	Stock Option		31.39				09-OCT-1998		09-OCT-2007		Common Stock		4876.0				4876.0				D			
0001281761-06-000027	1480571	Stock Option		22.6				16-JAN-2003		16-JAN-2011		Common Stock		24692.0				24692.0				D			
0000789670-06-000029	1363224	Non-Qualified Stock Option (right to buy)		18.09				19-NOV-2004		19-NOV-2013		Common Stock		11473.0				11473.0				D			
0000789670-06-000029	1363225	Non-Qualified Stock Option (right to buy)		18.62				17-JAN-2002		17-JAN-2011		Common Stock		31250.0				31250.0				D			
0000789670-06-000029	1363226	Non-Qualified Stock Option (right to buy)		19.5				22-JAN-1999		21-JAN-2008		Common Stock		15000.0				15000.0				D			
0000789670-06-000029	1363227	Non-Qualified Stock Option (right to buy)		19.54				20-NOV-2003		20-NOV-2012		Common Stock		17000.0				17000.0				D			
0000789670-06-000029	1363217	Incentive Stock Option (right to buy)		19.18				17-JAN-2003		17-JAN-2007		Common Stock		5733.0				5733.0				D			
0000789670-06-000029	1363223	Non-Qualified Stock Option (right to buy)		17.44				17-JAN-2003		17-JAN-2012		Common Stock		25516.0				25516.0				D			
0000789670-06-000029	1363219	Non-Qualified Stock Option (right to buy)		9.58				29-SEP-2000		14-FEB-2006		Common Stock		14178.0				14178.0				D			
0000789670-06-000029	1363220	Non-Qualified Stock Option (right to buy)		13.0				17-FEB-2001		17-FEB-2009		Common Stock		3703.0				3703.0				D			
0000789670-06-000029	1363221	Non-Qualified Stock Option (right to buy)		14.95				16-FEB-2000		15-FEB-2009		Common Stock		12500.0				12500.0				D			
0000789670-06-000029	1363222	Non-Qualified Stock Option (right to buy)		16.0				20-JAN-2001		20-JAN-2010		Common Stock		18750.0				18750.0				D			
0000789670-06-000029	1363218	Incentive Stock Option (right to buy)		19.9				19-NOV-2004		19-NOV-2008		Common Stock		5527.0				5527.0				D			
0001227528-06-000051	1319563	Stock Options		0.2				31-DEC-2004		31-DEC-2009		Common Stock		125000.0	F1			125000.0				D			
0001227528-06-000051	1319562	Stock Options		0.5				14-AUG-2003		14-AUG-2008		Common Stock		200000.0	F1			200000.0				D			
0000743532-06-000014	1102571	Stock Option (right to buy)		9.41				26-MAR-2002	F2	25-MAR-2011		Common Stock		5000.0				5000.0				D			
0000743532-06-000014	1102574	stock option (right to buy)		13.25				23-FEB-2005	F2	23-FEB-2014		Common Stock		8000.0				8000.0				D			
0000743532-06-000014	1102573	Stock Option (right to buy)		11.65				24-FEB-2004	F2	24-FEB-2013		Common Stock		8000.0				8000.0				D			
0000743532-06-000014	1102575	Stock Option 2005	F3, F2	14.43				28-FEB-2006	F2	28-FEB-2015		Common Stock		8000.0				8000.0				D			
0000743532-06-000014	1102572	Stock Option (right to buy)		13.93				25-MAR-2003	F2	25-MAR-2012		Common Stock		8000.0				8000.0				D			
0000743532-06-000010	1325215	Stock Option 2005	F1, F2	14.43				28-FEB-2006	F1	28-FEB-2015		Common Stock		40000.0				40000.0				D			
0000743532-06-000010	1325214	Stock Option (right to buy)		13.25				23-MAR-2005	F1	23-MAR-2014		Common Stock		40000.0				40000.0				D			
0000743532-06-000010	1325213	Stock Option (right to buy)		11.65				24-FEB-2004	F1	24-FEB-2013		Common Stock		40000.0				40000.0				D			
0001227528-06-000050	1323857	Stock Options		0.2				31-DEC-2004		31-DEC-2009		Common Stock		125000.0	F1			125000.0				D			
0001227528-06-000050	1323856	Stock Options		0.05				14-AUG-2003		14-AUG-2008		Common Stock		200000.0	F1			200000.0				D			
0001292143-06-000001	1146317	Incentive Stock Options (right to buy)		1.05				23-APR-2000	F1	23-APR-2009		Common Stock		4167.0								D			
0001292143-06-000001	1146318	Incentive Stock Option (right to buy)		1.05				14-MAR-2001	F1	14-MAR-2010		Common Stock		2667.0								D			
0001292143-06-000001	1146319	Incentive Stock Option (right to buy)		1.65				16-JUN-2001	F1	16-JUN-2010		Common Stock		15334.0								D			
0001292143-06-000001	1146320	Incentivev Stock Option (right to buy)		2.4				21-AUG-2001	F1	21-AUG-2010		Common Stock		15334.0								D			
0001292143-06-000001	1146321	Incentive Stock Option (right to buy)		2.4				17-JAN-2003	F1	17-JAN-2012		Common Stock		41667.0								D			
0001292143-06-000001	1146322	Incentive Stock Option (right to buy)		2.4				16-JAN-2004	F1	16-JAN-2013		Common Stock		6667.0								D			
0001292143-06-000001	1146323	Incentive Stock Option (right to buy)		2.55				23-SEP-2004	F2	23-SEP-2013		Common Stock		6667.0								D			
0001292143-06-000001	1146324	Incentive Stock Option (right to buy)		5.75				29-DEC-2005	F3	14-FEB-2015		Common Stock		15000.0								D			
0001104659-06-003740	1126240	Option to buy	F2	18.49	F1			03-MAY-2007		03-MAY-2010		Common stock		17000.0	F1			17000.0				D			
0001104659-06-003729	1178006	Options to acquire MSBK common stock			F1				F1		F1	MSBK Common Stock		36447.0				36447.0				D			
0001104659-06-003728	1446820	Options to Purchase MSBK Common Stock			F1				F1		F1	MSBK Common Stock		36429.0				36429.0				D			
0001104659-06-003727	1134900	Options to Purchase MSBK Common Stock			F2				F2		F2	MSBK Common Stock		155730.0				155730.0				D			
0001209191-06-004857	1364086	Options		4.03				31-DEC-2005		31-DEC-2010		Common		25000.0								D			
0001209191-06-004857	1364085	Options		3.53				31-DEC-2005		31-DEC-2010		Common		10000.0								D			
0001209191-06-004857	1364084	Options		3.03				31-DEC-2005		31-DEC-2010		Common		10000.0								D			
0001185260-06-000001	1221126	Incentive Stock Option (right to buy)		17.65				20-DEC-2006		20-DEC-2015		Common Stock		5687.0				5687.0				D			
0001185260-06-000001	1221127	Incentive Stock Option (right to buy)		18.0				09-DEC-2004		09-DEC-2013		Common Stock		6460.0				6460.0				D			
0001185260-06-000001	1221128	Incentive Stock Option (right to buy)		20.0				11-MAY-2000		11-MAY-2009		Common Stock		5562.0				5562.0				D			
0001185260-06-000001	1221129	Incentive Stock Option (right to buy)		20.75				09-JUN-1999		09-JUN-2008		Common Stock		9234.0				9234.0				D			
0001185260-06-000001	1221130	Non-Qualified Stock Option (right to buy)		11.52				04-MAY-1996		04-MAY-2006		Common Stock		13593.0				13593.0				D			
0001185260-06-000001	1221131	Non-Qualified Stock Option (right to buy)		13.0				24-MAY-1997		24-MAY-2006		Common Stock		8750.0				8750.0				D			
0001185260-06-000001	1221132	Non-Qualified Stock Option (right to buy)		13.55				20-MAY-2002		21-MAY-2011		Common Stock		4000.0				4000.0				D			
0001185260-06-000001	1221133	Non-Qualified Stock Option (right to buy)		15.06				09-MAY-2001		09-MAY-2010		Common Stock		4772.0				4772.0				D			
0001185260-06-000001	1221135	Non-Qualified Stock Option (right to buy)		17.11				21-DEC-2005		21-DEC-2014		Common Stock		4134.0				4134.0				D			
0001185260-06-000001	1221136	Non-Qualified Stock Option (right to buy)		17.24				30-MAY-2003		30-MAY-2012		Common Stock		3840.0				3840.0				D			
0001185260-06-000001	1221137	Non-Qualified Stock Option (right to buy)		17.65				20-DEC-2006		20-DEC-2015		Common Stock		4313.0				4313.0				D			
0001185260-06-000001	1221138	Non-Qualified Stock Option (right to buy)		18.0				09-DEC-2004		09-DEC-2013		Common Stock		3540.0				3540.0				D			
0001185260-06-000001	1221139	Non-Qualified Stock Option (right to buy)		20.0				11-MAY-2000		11-MAY-2009		Common Stock		4438.0				4438.0				D			
0001185260-06-000001	1221140	Non-Qualified Stock Option (right to buy)		20.75				09-JUN-1999		09-JUN-2008		Common Stock		766.0				766.0				D			
0001185260-06-000001	1221125	Incentive Stock Option (right to buy)		17.24				30-MAY-2003		30-MAY-2012		Common Stock		6160.0				6160.0				D			
0001185260-06-000001	1221124	Incentive Stock Option (right to buy)		17.11				21-DEC-2005		21-DEC-2014		Common Stock		5866.0				5866.0				D			
0001185260-06-000001	1221123	Incentive Stock Option (right to buy)		15.2				21-MAY-1998		21-MAY-2007		Common Stock		11920.0				11920.0				D			
0001185260-06-000001	1221122	Incentive Stock Option (right to buy)		15.06				09-MAY-2001		09-MAY-2010		Common Stock		5228.0				5228.0				D			
0001185260-06-000001	1221121	Incentive Stock Option (right to buy)		13.55				21-MAY-2002		21-MAY-2011		Common Stock		6000.0				6000.0				D			
0001185260-06-000001	1221120	Incentive Stock Option (right to buy)		13.0				24-MAY-1997		24-MAY-2006		Common Stock		3750.0				3750.0				D			
0001185260-06-000001	1221134	Non-Qualified Stock Option (right to buy)		15.2				21-MAY-1998		21-MAY-2007		Common Stock		580.0				580.0				D			
0000910612-06-000028	1324239	Employee Stock Option (Right to Buy)	F2	18.27				07-MAY-2003		07-MAY-2012		Common Stock		10800.0				10800.0				D			
0000910612-06-000028	1324237	Employee Stock Option (Right to Buy)	F2	11.86				03-MAY-2001		03-MAY-2010		Common Stock		3600.0				3600.0				D			
0000910612-06-000028	1324238	Employee Stock Option (Right to Buy)	F2	13.84				02-MAY-2002		02-MAY-2011		Common Stock		7200.0				7200.0				D			
0001177103-06-000033	1517409	Class B Common Stock		0.0	F7				F7		F7	Class A Common Stock	F8	2808000.0				1170.0				I		Beneficiary & Trustee, Trust	
0001177103-06-000033	1517410	Class B Common Stock		0.0	F7				F7		F7	Class A Common Stock	F8	2808000.0				1170.0				I		Contingency Beneficiary & Trustee, Trust	
0001177103-06-000033	1517408	Class B Common Stock		0.0	F7				F7		F7	Class A Common Stock	F8	28800.0				12.0				D	F2		
0001303341-06-000003	1122867	Viper Powersports Inc.		2.5				06-JUL-2005		06-JUL-2009		options		125000.0								D			
0000708955-06-000032	1374569	1999 (ISO) Stock Option		22.57				25-JAN-2000		25-JAN-2009		Common Stock		578.0				578.0				D			
0000708955-06-000032	1374570	2000 (ISO) Stock Option		17.56				24-JAN-2001		24-JAN-2010		Common Stock		1050.0				1050.0				D			
0000708955-06-000032	1374571	2001 (ISO) Stock Option		16.01				22-JAN-2001		22-JAN-2011		Common Stock		5250.0				16.01				D			
0000708955-06-000032	1374572	2002 (ISO) Stock Option		17.2				17-JAN-2002		17-JAN-2012		Common Stock		2000.0				2000.0				D			
0000708955-06-000032	1374573	2003 (ISO) Stock Option		16.58				22-JAN-2004		22-JAN-2013		Common Stock		2000.0				2000.0				D			
0000708955-06-000032	1374574	2004 (ISO) Stock Option		17.09				21-JAN-2005		21-JAN-2014		Common Stock		1000.0				1000.0				D			
0000708955-06-000032	1374575	2005 (ISO) Stock Option		17.51				18-APR-2006		18-APR-2015		Common Stock		3600.0				3600.0				D			
0000708955-06-000032	1374568	1998 (ISO) Stock Option		19.09				27-JAN-1999		27-JAN-2008		Common Stock		2541.0				2541.0				D			
0001144204-06-002581	1424152	2001-D SENIOR NOTE		0.2				26-MAR-2003		31-DEC-2007		COMMON STOCK		16670.0				16670.0				D			
0001144204-06-002581	1424153	SERIES A CONVERTIBLE PREFERRED STOCK		1.0				28-FEB-1998			F5	COMMON STOCK		4000.0				4000.0				I			
0001144204-06-002581	1424151	2002-A SENIOR NOTE		0.2				03-SEP-2002		31-DEC-2008		COMMON STOCK		100000.0				100000.0				D			
0001144204-06-002581	1424150	2003-B SENIOR NOTE		0.2				31-DEC-2003		31-DEC-2009		COMMON STOCK		150000.0				150000.0				D			
0001144204-06-002581	1424149	2004-B SENIOR NOTE		0.1				28-JAN-2005		30-JUN-2007		COMMON STOCK		1034050.0				1034050.0				D		SPOUSE	
0001022408-06-000006	1345386	Stock Option		6.4					F1	01-SEP-2006		Common Stock		100000.0				100000.0				D			
0001022408-06-000006	1345387	Stock Option		11.5					F1	05-FEB-2008		Common Stock		100000.0				100000.0				D			
0001022408-06-000006	1345388	Stock Option		8.75					F1	16-SEP-2008		Common Stock		50000.0				50000.0				D			
0001022408-06-000006	1345389	Stock Option		7.75					F1	11-AUG-2009		Common Stock		20000.0				20000.0				D			
0001022408-06-000006	1345390	Stock Option		17.38					F1	13-SEP-2010		Common Stock		30000.0				30000.0				D			
0001022408-06-000006	1345391	Stock Option		10.87					F1	16-FEB-2010		Common Stock		50000.0				50000.0				D			
0001177103-06-000032	1239364	Class B Common Stock		0.0	F5				F5		F5	Class A Common Stock	F6	2400.0				1.0				D			
0000708955-06-000031	1151779	1999 (NQ) Stock Option		22.57				25-JAN-2000		25-JAN-2009		Common Stock		4461.0				4461.0				D			
0000708955-06-000031	1151781	2000 (NQ) Stock Option		17.56				24-JAN-2001		24-JAN-2010		Common Stock		9426.0				9426.0				D			
0000708955-06-000031	1151782	2001 (ISO) Stock Option		16.01				22-JAN-2002		22-JAN-2011		Common Stock		6244.0				6244.0				D			
0000708955-06-000031	1151783	2001 (NQ) Stock Option		16.01				22-JAN-2002		22-JAN-2011		Common Stock		1631.0				1631.0				D			
0000708955-06-000031	1151784	2002 (ISO) Stock Option		17.2				17-JAN-2003		17-JAN-2012		Common Stock		5000.0				5000.0				D			
0000708955-06-000031	1151785	2003 (ISO) Stock Option		16.58				22-JAN-2004		22-JAN-2013		Common Stock		5000.0				5000.0				D			
0000708955-06-000031	1151786	2004 (ISO) Stock Option		17.09				21-JAN-2005		21-JAN-2014		Common Stock		2500.0				2500.0				D			
0000708955-06-000031	1151787	2005 (ISO) Stock Option		17.51				18-APR-2006		18-APR-2015		Common Stock		5711.0				5711.0				D			
0000708955-06-000031	1151788	2005 (NQ) Sock Option		17.51				18-APR-2006		18-APR-2015		Common Stock		6289.0				6289.0				D			
0000708955-06-000031	1151775	1997 (ISO) Stock Option		11.14				28-JAN-1998		28-JAN-2007		Common Stock		4193.0				4193.0				D			
0000708955-06-000031	1151776	1998 (ISO) Stock Option		19.1				27-JAN-1999		27-JAN-2008		Common Stock		5238.0				5238.0				D			
0000708955-06-000031	1151777	1998 (NQ) Stock Option		19.09				27-JAN-1999		27-JAN-2008		Common Stock		2386.0				2386.0				D			
0000708955-06-000031	1151778	1999 (ISO) Stock Option		22.57				25-JAN-2000		25-JAN-2009		Common Stock		4201.0				4201.0				D			
0000708955-06-000031	1151780	2000 (ISO) Stock Option		17.56				24-JAN-2001		24-JAN-2010		Common Stock		5694.0				5694.0				D			
0000854395-06-000005	1379672	Common Stock		14.05				19-JUN-2003	F1	19-JUN-2010		Common Stock		1452.0				10527.0				D			
0000854395-06-000005	1379673	Common Stock		13.41				18-DEC-2003	F2	18-DEC-2010		Common Stock		9075.0				10527.0				D			
0000708955-06-000030	1106647	2004 (ISO) Stock Option		17.09				21-JAN-2005		21-JAN-2014		Common Stock		1000.0				1000.0				D			
0000708955-06-000030	1106646	2003 (ISO) Stock Option		16.53				09-JUN-2004		09-JUN-2013		Common Stock		5000.0				5000.0				D			
0000708955-06-000030	1106648	2005 (ISO) Stock Option		17.51				18-APR-2006		18-APR-2015		Common Stock		5600.0				5000.0				D			
0000708955-06-000029	1154738	1999 (ISO) Stock Option		22.57				25-JAN-2000		25-JAN-2009		Common Stock		4201.0				4201.0				D			
0000708955-06-000029	1154739	1999 (NQ) Stock Option		22.57				25-JAN-2000		12-JUN-2010		Common Stock		1574.0				1574.0				D			
0000708955-06-000029	1154740	2000 (ISO) Stock Option		17.56				24-JAN-2001		24-JAN-2010		Common Stock		5694.0				5694.0				D			
0000708955-06-000029	1154741	2000 (NQ) Stock Option		17.56				24-JAN-2001		24-JAN-2010		Common Stock		6433.0				6433.0				D			
0000708955-06-000029	1154742	2001 (ISO) Stock Option		16.01				23-JAN-2002		23-JAN-2011		Common Stock		6244.0				6244.0				D			
0000708955-06-000029	1154743	2001 (NQ) Stock Option		16.01				23-JAN-2002		23-JAN-2011		Common Stock		4256.0				4256.0				D			
0000708955-06-000029	1154744	2002 (ISO) Stock Option		17.2				17-JAN-2003		17-JAN-2012		Common Stock		5813.0				5813.0				D			
0000708955-06-000029	1154745	2002 (NQ) Stock Option		17.2				17-JAN-2003		17-JAN-2012		Common Stock		4187.0				4187.0				D			
0000708955-06-000029	1154746	2003 (ISO) Stock Option		16.58				22-JAN-2004		22-JAN-2013		Common Stock		6031.0				6031.0				D			
0000708955-06-000029	1154747	2003 (NQ) Stock Option		16.58				22-JAN-2004		22-JAN-2013		Common Stock		3969.0				3969.0				D			
0000708955-06-000029	1154737	1998 (ISO) Stock Option		19.09				27-JAN-1999		27-JAN-2008		Common Stock		1271.0				1271.0				D			
0000708955-06-000029	1154750	2005 (NQ) Sock Option		17.51				18-APR-2006		18-APR-2015		Common Stock		19289.0				19289.0				D			
0000708955-06-000029	1154748	2004 (ISO) Stock Option		17.09				21-JAN-2005		21-JAN-2014		Common Stock		2500.0				2500.0				D			
0000708955-06-000029	1154749	2005 (ISO) Stock Option		17.51				18-APR-2006		18-APR-2015		Common Stock		5711.0				5711.0				D			
0001252853-06-000002	1372516	Phantom Stock Units			F5				F3		F4	Common Stock		2266.0								D			
0001252853-06-000002	1372512	Incentive Stock Option (right to buy)		25.5					F1	24-MAY-2014		Common Stock		11763.0								D			
0001252853-06-000002	1372515	Non-Qualified Stock Option (right to buy)		27.51					F2	03-AUG-2015		Common Stock		121365.0								D			
0001252853-06-000002	1372514	Non-Qualified Stock Option (right to buy)		25.5					F1	24-MAY-2014		Common Stock		134316.0								D			
0001252853-06-000002	1372513	Incentive Stock Option (right to buy)		27.51					F2	03-AUG-2015		Common Stock		3635.0								D			
0000708955-06-000028	1151829	2005 (NQ) Sock Option		17.51				18-APR-2006		18-APR-2015		Common Stock		2889.0				2889.0				D			
0000708955-06-000028	1151828	2005 (ISO) Stock Option		17.51				18-APR-2006		18-APR-2015		Common Stock		5711.0				5711.0				D			
0000708955-06-000028	1151827	2004 (ISO) Stock Option		17.09				21-JAN-2005		21-JAN-2014		Common Stock		1000.0				1000.0				D			
0000708955-06-000028	1151826	2003 (ISO) Stock Option		17.2				17-JAN-2003		17-JAN-2012		Common Stock		1000.0				1000.0				D			
0000708955-06-000028	1151825	2003 (ISO) Stock Option		16.58				22-JAN-2004		22-JAN-2013		Common Stock		2000.0				2000.0				D			
0001350040-06-000004	1132206	option		0.1				15-JUN-2005		14-JUN-2010		common stock		1000000.0								D			
0000708955-06-000027	1189440	2001 (NQ) Stock Option		16.01				22-JAN-2002		22-JAN-2011		Common Stock		4256.0				4256.0				D			
0000708955-06-000027	1189441	2002 (ISO) Stock Option		17.2				17-JAN-2003		17-JAN-2012		Common Stock		5813.0				5813.0				D			
0000708955-06-000027	1189442	2002 (NQ) Stock Option		17.2				17-JAN-2003		17-JAN-2012		Common Stock		4187.0				4187.0				D			
0000708955-06-000027	1189443	2003 (ISO) Stock Option		16.58				22-JAN-2004		22-JAN-2013		Common Stock		6031.0				6031.0				D			
0000708955-06-000027	1189444	2003 (NQ) Stock Option		16.58				22-JAN-2004		22-JAN-2013		Common Stock		3969.0				3969.0				D			
0000708955-06-000027	1189445	2004 (ISO) Stock Option		17.09				21-JAN-2005		21-JAN-2014		Common Stock		2500.0				2500.0				D			
0000708955-06-000027	1189446	2005 (NQ) Sock Option		17.51				18-APR-2006		18-APR-2015		Common Stock		16089.0				16089.0				D			
0000708955-06-000027	1189447	2005 (ISO) Stock Option		17.51				18-APR-2006		18-APR-2015		Common Stock		5711.0				5711.0				I			
0000708955-06-000027	1189432	1997 (ISO) Stock Option		11.13				28-JAN-1997		28-JAN-2007		Common Stock		1640.0				1640.0				D		Restricted	
0000708955-06-000027	1189439	2001 (ISO) Stock Option		16.01				22-JAN-2002		22-JAN-2011		Common Stock		6244.0				6244.0				D			
0000708955-06-000027	1189438	2000 (NQ) Stock Option		17.56				24-JAN-2001		24-JAN-2010		Common Stock		28116.0				28116.0				D			
0000708955-06-000027	1189437	2000 (ISO) Stock Option		17.56				24-JAN-2001		24-JAN-2010		Common Stock		5694.0				5694.0				D			
0000708955-06-000027	1189435	1999 (ISO) Stock Option		19.1				25-JAN-1999		25-JAN-2009		Common Stock		4201.0				4201.0				D			
0000708955-06-000027	1189433	1998 (ISO) Stock Option		19.09				27-JAN-1998		27-JAN-2008		Common Stock		5238.0				5238.0				D			
0000708955-06-000027	1189434	1998 (NQ) Stock Option		19.09				27-JAN-1998		27-JAN-2008		Common Stock		7468.0				7468.0				D			
0000708955-06-000027	1189436	1999 (NQ) Stock Option		19.1				25-JAN-1999		25-JAN-2009		Common Stock		13124.0				13124.0				D			
0001209191-06-004835	1073371	Class B Common Stock			F3				F3		F3	Class A Common Stock		215753.0				215753.0				I		By Trust	F5
0001209191-06-004835	1073372	Class B Common Stock			F3				F3		F3	Class A Common Stock		25142.0				25142.0				I		By Children	F6
0001181431-06-005397	1129907	Stock Option (officer right to buy)		29.56					F1	20-JAN-2016		Common Stock		80000.0								D			
0001104659-06-003659	1254652	Non-Employee Stock Option (right to buy)			F2				F2	24-JAN-2016		Common Stock		8500.0								D			
0001104659-06-003659	1254651	Non-Employee Stock Option (right to buy)		0.75					F1	15-NOV-2014		Common Stock		16666.0								D			
0001104659-06-003658	1384085	Employee Stock Option (right to buy)		0.75					F10	30-JUL-2013		Common Stock		1333.0								D			
0001104659-06-003658	1384086	Employee Stock Option (right to buy)		0.75					F11	28-JAN-2014		Common Stock		533.0								D			
0001104659-06-003658	1384074	Series F Convertible Preferred Stock		9.0	F3				F2		F2	Common Stock		89317.0	F3							I		By Convergence Capital, L.P.	F6
0001104659-06-003658	1384075	Series F Convertible Preferred Stock		9.0	F3				F2		F2	Common Stock		121416.0	F3							I		By Convergence Capital II, L.P.	F7
0001104659-06-003658	1384076	Series E Convertible Preferred Stock		6.0	F3				F2		F2	Common Stock		53760.0	F3							I		By Convergence Capital, L.P.	F6
0001104659-06-003658	1384077	Series E Convertible Preferred Stock		6.0	F3				F2		F2	Common Stock		187800.0	F3							I		By Convergence Capital II, L.P.	F7
0001104659-06-003658	1384078	Warrant (right to buy)		0.75					F4	31-MAR-2008		Common Stock		147132.0								I		By Convergence Capital, L.P.	F6
0001104659-06-003658	1384079	Series F Convertible Preferred Stock		9.0	F3				F2		F2	Common Stock		1334.0	F3							D		By family members	F5
0001104659-06-003658	1384080	Series F Convertible Preferred Stock		9.0	F3				F2		F2	Common Stock		6664.0	F3							I			
0001104659-06-003658	1384081	Employee Stock Option (right to buy)		0.75					F4	02-APR-2008		Common Stock		25000.0								D			
0001104659-06-003658	1384082	Employee Stock Option (right to buy)		3.99					F4	11-MAY-2010		Common Stock		59166.0								D			
0001104659-06-003658	1384083	Employee Stock Option (right to buy)		4.5					F8	28-JAN-2013		Common Stock		50000.0								D			
0001104659-06-003658	1384084	Employee Stock Option (right to buy)		0.75					F9	01-JUL-2013		Common Stock		339666.0								D			
0001104659-06-003657	1313434	Series F Convertible Preferred Stock		9.0	F2				F1		F1	Common Stock		89317.0	F2							I		By Convergence Capital, L.P.	F4
0001104659-06-003657	1313435	Series F Convertible Preferred Stock		9.0	F2				F1		F1	Common Stock		121416.0	F2							I		By Convergence Capital II, L.P.	F5
0001104659-06-003657	1313442	Employee Stock Option (right to buy)		0.75					F7	01-JUL-2013		Common Stock		27000.0								D			
0001104659-06-003657	1313443	Employee Stock Option (right to buy)		0.75					F8	28-JAN-2014		Common Stock		33333.0								D			
0001104659-06-003657	1313441	Employee Stock Option (right to buy)		4.5					F6	28-JAN-2013		Common Stock		31666.0								D			
0001104659-06-003657	1313444	Employee Stock Option (right to buy)		0.75					F9	30-APR-2014		Common Stock		33333.0								D			
0001104659-06-003657	1313439	Employee Stock Option (right to buy)		3.99					F3	01-MAY-2010		Common Stock		6666.0								D			
0001104659-06-003657	1313438	Warrant (right to buy)		0.75					F3	31-MAR-2008		Common Stock		147132.0								I		By Convergence Capital, L.P.	F4
0001104659-06-003657	1313437	Series E Convertible Preferred Stock		6.0	F2				F1		F1	Common Stock		187800.0	F2							I		By Convergence Capital II, L.P.	F5
0001104659-06-003657	1313436	Series E Convertible Preferred Stock		6.0	F2				F1		F1	Common Stock		53760.0	F2							I		By Convergence Capital, L.P.	F4
0001104659-06-003657	1313445	Employee Stock Option (right to buy)		4.92					F10	09-JUN-2015		Common Stock		5183.0								D			
0001104659-06-003657	1313440	Employee Stock Option (right to buy)		9.0					F3	14-SEP-2011		Common Stock		3333.0								D			
0000708955-06-000026	1233130	2005 (ISO) Stock Option		17.51				18-APR-2006		18-APR-2015		Common Stock		5711.0				5711.0				D			
0000708955-06-000026	1233129	2004 (ISO) Stock Option		17.09				21-JAN-2005		21-JAN-2014		Common Stock		1000.0				1000.0				D			
0000708955-06-000026	1233128	2003 (ISO) Stock Option		17.2				17-JAN-2003		17-JAN-2012		Common Stock		1000.0				1000.0				D			
0000708955-06-000026	1233127	2003 (ISO) Stock Option		16.58				22-JAN-2004		22-JAN-2013		Common Stock		2000.0				2000.0				D			
0000708955-06-000026	1233131	2005 (NQ) Sock Option		17.51				18-APR-2006		18-APR-2015		Common Stock		2889.0				2889.0				D			
0001181431-06-005392	1202609	Warrant (right to buy)		1.82					F1	02-AUG-2010		Common Stock		3500000.0				3500000.0				D			
0001104659-06-003656	1106965	Employee Stock Option (right to buy)		4.5					F2	28-JAN-2013		Common Stock		13333.0								D			
